"SEAL_ID","SEX","DATE_OF_DEATH","SEX_CONFIRMATION_FLAG","SEX_CONFIRMATION_RATING"
11866.00,"M",,"U",
11867.00,"M",,"U",
11868.00,"M",,"U",
11869.00,"M",,"U",
11870.00,"M",,"U",
11871.00,"M",,"U",
11872.00,"M",,"U",
11873.00,"M",,"U",
11874.00,"M",,"U",
11875.00,"M",,"U",
11876.00,"M",,"U",
11877.00,"M",,"U",
11878.00,"F",,"U",
11879.00,"M",,"U",
11880.00,"F",,"U",
11881.00,"F",,"U",
11882.00,"M",,"U",
11883.00,"F",,"U",
11884.00,"M",,"U",
11885.00,"F",,"U",
11886.00,"M",,"U",
11887.00,"M",,"U",
11888.00,"F",,"U",
11889.00,"M",,"U",
11890.00,"M",,"U",
11891.00,"M",,"U",
11892.00,"F",,"U",
11893.00,"F",,"U",
11894.00,"F",,"U",
11895.00,"M",,"U",
11896.00,"F",,"U",
11897.00,"M",,"U",
11898.00,"M",,"U",
11899.00,"M",,"U",
11900.00,"F",,"U",
11901.00,"F",,"U",
11902.00,"F",,"U",
11903.00,"F",,"U",
11904.00,"F",,"U",
11905.00,"M",,"U",
11906.00,"M",,"U",
11907.00,"F",,"U",
11908.00,"M",,"U",
11909.00,"F",,"U",
11910.00,"F",,"U",
11911.00,"F",,"U",
11912.00,"F",,"U",
11913.00,"M",,"U",
11914.00,"F",,"U",
11915.00,"M",,"U",
11916.00,"M",,"U",
11917.00,"F",,"U",
11918.00,"M",,"U",
11919.00,"M",,"U",
11920.00,"F",,"U",
11921.00,"M",,"U",
11922.00,"M",,"U",
11923.00,"F",,"U",
12035.00,"M",11/8/2004 0:00:00,"U",
12036.00,"M",,"U",
12037.00,"F",,"U",
12038.00,"M",,"U",
12039.00,"F",,"U",
12040.00,"M",,"U",
12041.00,"F",,"U",
12042.00,"M",,"U",
12043.00,"M",,"U",
12044.00,"M",,"U",
12045.00,"M",,"U",
12046.00,"F",,"U",
12047.00,"F",,"U",
12048.00,"F",,"U",
12049.00,"F",,"U",
12050.00,"F",,"U",
12051.00,"M",,"U",
12052.00,"F",,"U",
12053.00,"F",,"U",
12054.00,"F",,"U",
12055.00,"F",,"U",
12056.00,"F",,"U",
12057.00,"F",,"U",
12058.00,"F",,"U",
12059.00,"F",,"U",
12060.00,"M",,"U",
12061.00,"M",,"U",
12062.00,"F",,"U",
12063.00,"M",,"U",
12064.00,"M",,"U",
12065.00,"M",,"U",
12066.00,"M",,"U",
12067.00,"F",,"U",
12068.00,"F",,"U",
12069.00,"M",,"U",
12070.00,"M",,"U",
12071.00,"M",,"U",
12072.00,"F",,"U",
12073.00,"F",,"U",
12074.00,"F",,"U",
12075.00,"F",,"U",
12076.00,"F",,"U",
12077.00,"F",,"U",
12078.00,"F",,"U",
12079.00,"M",,"U",
12081.00,"F",,"U",
12085.00,"M",,"U",
12089.00,"M",,"U",
12093.00,"M",,"U",
12097.00,"F",,"U",
11818.00,"M",,"U",
12104.00,"M",,"U",
12108.00,"M",,"U",
12113.00,"M",,"U",
12117.00,"F",,"U",
12121.00,"F",,"U",
12125.00,"M",,"U",
12129.00,"F",,"U",
12133.00,"M",,"U",
12137.00,"M",,"U",
12141.00,"F",,"U",
12145.00,"M",,"U",
12149.00,"M",,"U",
12153.00,"M",,"U",
12157.00,"M",,"U",
12161.00,"F",,"U",
12165.00,"F",,"U",
12169.00,"M",,"U",
12173.00,"M",,"U",
12177.00,"M",,"U",
12181.00,"F",,"U",
12186.00,"M",,"U",
12190.00,"F",,"U",
12194.00,"M",,"U",
12198.00,"F",,"U",
12203.00,"M",,"U",
12211.00,"F",,"U",
12215.00,"M",,"U",
12219.00,"M",,"U",
12223.00,"F",,"U",
12227.00,"M",,"U",
12231.00,"F",,"U",
12235.00,"F",,"U",
12239.00,"M",,"U",
12243.00,"F",,"U",
12247.00,"F",,"U",
12251.00,"F",,"U",
12255.00,"F",,"U",
12259.00,"M",,"U",
12263.00,"M",,"U",
12267.00,"F",,"U",
12271.00,"M",,"U",
12275.00,"M",,"U",
12279.00,"F",,"U",
12283.00,"M",,"U",
12287.00,"F",,"U",
12291.00,"M",,"U",
12295.00,"F",,"U",
12299.00,"M",,"U",
12304.00,"M",,"U",
12308.00,"F",,"U",
12312.00,"F",,"U",
12316.00,"M",,"U",
12320.00,"M",,"U",
12324.00,"F",,"U",
12328.00,"F",,"U",
12332.00,"M",,"U",
12336.00,"F",,"U",
12340.00,"F",,"U",
12344.00,"F",,"U",
12348.00,"F",,"U",
12352.00,"F",,"U",
12356.00,"F",,"U",
12360.00,"F",,"U",
12364.00,"F",,"U",
12368.00,"F",,"U",
12372.00,"M",,"U",
12376.00,"M",,"U",
12380.00,"M",,"U",
12384.00,"M",,"U",
12388.00,"F",,"U",
12392.00,"M",,"U",
12396.00,"M",,"U",
12400.00,"F",,"U",
12404.00,"M",,"U",
12408.00,"F",,"U",
12409.00,"M",,"U",
12410.00,"F",,"U",
12411.00,"M",,"U",
12412.00,"F",,"U",
12413.00,"M",,"U",
12414.00,"M",,"U",
12415.00,"F",,"U",
12416.00,"M",,"U",
12417.00,"F",,"U",
12418.00,"M",,"U",
12419.00,"F",,"U",
12420.00,"M",,"U",
12421.00,"M",,"U",
12422.00,"F",,"U",
12423.00,"M",,"U",
12424.00,"M",,"U",
12425.00,"M",,"U",
12426.00,"F",,"U",
12427.00,"M",,"U",
12428.00,"M",,"U",
12429.00,"M",,"U",
12430.00,"M",,"U",
12431.00,"M",,"U",
12432.00,"F",,"U",
12433.00,"M",,"U",
12434.00,"F",,"U",
12435.00,"M",,"U",
12436.00,"M",,"U",
12437.00,"M",,"U",
12438.00,"M",,"U",
12439.00,"F",,"U",
12440.00,"F",,"U",
12441.00,"F",,"U",
12442.00,"F",,"U",
12443.00,"F",,"U",
12444.00,"M",,"U",
12445.00,"F",,"U",
12446.00,"F",,"U",
12447.00,"F",,"U",
12448.00,"F",,"U",
12449.00,"F",,"U",
12450.00,"M",,"U",
12451.00,"M",,"U",
12452.00,"M",,"U",
12453.00,"M",,"U",
12454.00,"F",,"U",
12455.00,"F",,"U",
12456.00,"F",,"U",
12457.00,"M",,"U",
12458.00,"F",,"U",
12459.00,"M",,"U",
12460.00,"M",,"U",
12461.00,"F",,"U",
12462.00,"F",,"U",
12463.00,"F",,"U",
12464.00,"M",,"U",
12465.00,"M",,"U",
12466.00,"M",,"U",
12467.00,"M",,"U",
12468.00,"M",,"U",
12469.00,"F",,"U",
12470.00,"M",,"U",
12471.00,"F",,"U",
12472.00,"F",,"U",
12473.00,"F",,"U",
12474.00,"F",,"U",
12475.00,"M",,"U",
12476.00,"M",,"U",
12477.00,"F",,"U",
12478.00,"M",,"U",
12479.00,"F",,"U",
12480.00,"F",,"U",
12481.00,"M",,"U",
12482.00,"F",,"U",
12483.00,"F",,"U",
12484.00,"F",,"U",
12485.00,"F",,"U",
12486.00,"F",,"U",
12487.00,"M",,"U",
12488.00,"F",,"U",
12489.00,"F",,"U",
12490.00,"F",,"U",
12491.00,"M",,"U",
12492.00,"M",,"U",
12493.00,"M",,"U",
12494.00,"F",,"U",
12495.00,"M",,"U",
12496.00,"M",,"U",
12497.00,"F",,"U",
12498.00,"M",,"U",
12499.00,"M",,"U",
12500.00,"F",,"U",
12501.00,"F",,"U",
12502.00,"M",,"U",
12503.00,"F",,"U",
12504.00,"M",,"U",
12505.00,"F",,"U",
12506.00,"M",,"U",
12507.00,"M",,"U",
12508.00,"M",,"U",
12509.00,"F",,"U",
12510.00,"M",,"U",
12511.00,"F",,"U",
12512.00,"M",,"U",
12513.00,"M",,"U",
12514.00,"F",,"U",
12515.00,"F",,"U",
12516.00,"F",,"U",
12517.00,"F",,"U",
12518.00,"M",,"U",
12520.00,"M",,"U",
12521.00,"M",,"U",
12522.00,"F",,"U",
12523.00,"M",,"U",
12524.00,"F",,"U",
12525.00,"F",,"U",
12526.00,"F",,"U",
12527.00,"M",,"U",
12528.00,"M",,"U",
12529.00,"M",,"U",
12530.00,"M",,"U",
12531.00,"M",,"U",
12532.00,"F",,"U",
12533.00,"F",,"U",
12534.00,"F",,"U",
12535.00,"F",,"U",
12536.00,"M",,"U",
12537.00,"M",,"U",
12538.00,"F",,"U",
12539.00,"F",,"U",
12540.00,"M",,"U",
12541.00,"M",,"U",
12542.00,"M",,"U",
12543.00,"M",,"U",
12544.00,"F",,"U",
12545.00,"F",,"U",
12546.00,"M",,"U",
12547.00,"F",,"U",
12548.00,"M",,"U",
12549.00,"M",,"U",
12550.00,"F",,"U",
12551.00,"M",,"U",
12552.00,"M",,"U",
12556.00,"F",,"U",
12563.00,"M",,"U",
12564.00,"F",,"U",
12565.00,"M",,"U",
12567.00,"F",,"U",
12568.00,"M",,"U",
12569.00,"F",,"U",
12570.00,"M",,"U",
12571.00,"M",,"U",
12572.00,"M",,"U",
12573.00,"M",,"U",
12574.00,"F",,"U",
12576.00,"F",,"U",
12577.00,"M",,"U",
12578.00,"F",,"U",
12579.00,"F",,"U",
12580.00,"F",,"U",
12581.00,"F",,"U",
12582.00,"F",,"U",
12583.00,"F",,"U",
12584.00,"M",,"U",
12585.00,"M",,"U",
12586.00,"F",,"U",
12587.00,"M",,"U",
12588.00,"F",,"U",
12589.00,"F",,"U",
12590.00,"F",,"U",
12591.00,"M",,"U",
12592.00,"M",,"U",
12593.00,"M",,"U",
12594.00,"M",,"U",
12595.00,"F",,"U",
12596.00,"F",,"U",
12597.00,"M",,"U",
12598.00,"F",,"U",
12599.00,"M",,"U",
12600.00,"M",,"U",
12601.00,"F",,"U",
12602.00,"F",,"U",
12603.00,"M",,"U",
12604.00,"F",,"U",
12605.00,"M",,"U",
12606.00,"M",,"U",
12607.00,"F",,"U",
12608.00,"M",,"U",
12609.00,"M",,"U",
12610.00,"M",,"U",
12611.00,"M",,"U",
12612.00,"M",,"U",
12613.00,"M",,"U",
12614.00,"M",,"U",
12615.00,"F",,"U",
12616.00,"M",,"U",
12617.00,"M",,"U",
12618.00,"F",,"U",
12619.00,"F",,"U",
12620.00,"M",,"U",
12621.00,"F",,"U",
12622.00,"F",,"U",
12623.00,"M",,"U",
12624.00,"F",,"U",
12625.00,"F",,"U",
12626.00,"F",,"U",
12627.00,"M",,"U",
12628.00,"F",,"U",
12629.00,"F",,"U",
12630.00,"M",,"U",
12631.00,"F",,"U",
12632.00,"F",,"U",
12633.00,"M",,"U",
12634.00,"M",,"U",
12635.00,"F",,"U",
12636.00,"F",,"U",
12637.00,"F",,"U",
12638.00,"F",,"U",
12639.00,"M",,"U",
12640.00,"F",,"U",
12641.00,"F",,"U",
12642.00,"M",,"U",
12643.00,"F",,"U",
12644.00,"M",,"U",
12645.00,"M",,"U",
12646.00,"M",,"U",
12647.00,"M",,"U",
12648.00,"M",,"U",
12649.00,"M",,"U",
12650.00,"F",,"U",
12651.00,"M",,"U",
12652.00,"M",,"U",
12653.00,"F",,"U",
12654.00,"M",,"U",
12655.00,"M",,"U",
12656.00,"F",,"U",
12657.00,"M",,"U",
12658.00,"F",,"U",
12659.00,"M",,"U",
12660.00,"M",,"U",
12661.00,"M",,"U",
12662.00,"F",,"U",
12663.00,"M",,"U",
12664.00,"M",,"U",
12665.00,"M",,"U",
12666.00,"M",,"U",
12667.00,"F",,"U",
12668.00,"M",,"U",
12669.00,"M",,"U",
12670.00,"M",,"U",
12671.00,"M",,"U",
12672.00,"M",,"U",
12673.00,"M",,"U",
12674.00,"M",,"U",
12675.00,"M",,"U",
12676.00,"F",,"U",
12677.00,"M",,"U",
12678.00,"F",,"U",
12679.00,"M",,"U",
12681.00,"M",,"U",
12685.00,"M",,"U",
12689.00,"F",,"U",
12693.00,"F",,"U",
12697.00,"M",,"U",
12702.00,"M",,"U",
12706.00,"F",,"U",
12710.00,"F",,"U",
12714.00,"M",,"U",
12718.00,"F",,"U",
12722.00,"M",,"U",
12726.00,"F",,"U",
12730.00,"F",,"U",
12734.00,"F",,"U",
12738.00,"F",,"U",
12742.00,"M",,"U",
12747.00,"M",,"U",
12751.00,"M",,"U",
12755.00,"M",,"U",
12759.00,"F",,"U",
12763.00,"M",,"U",
12767.00,"F",,"U",
12771.00,"M",,"U",
12775.00,"M",,"U",
12779.00,"M",,"U",
12783.00,"M",,"U",
12787.00,"F",,"U",
12791.00,"F",,"U",
12795.00,"F",,"U",
12799.00,"M",,"U",
12804.00,"F",,"U",
12808.00,"M",,"U",
12812.00,"M",,"U",
12816.00,"F",,"U",
12820.00,"F",,"U",
12824.00,"M",,"U",
12828.00,"F",,"U",
12832.00,"F",,"U",
12836.00,"F",,"U",
12840.00,"M",,"U",
12844.00,"M",,"U",
12848.00,"M",,"U",
12852.00,"M",,"U",
12856.00,"F",,"U",
12860.00,"F",,"U",
12864.00,"F",,"U",
12868.00,"F",,"U",
12872.00,"M",,"U",
12876.00,"M",,"U",
12880.00,"F",,"U",
12884.00,"M",,"U",
12888.00,"F",,"U",
12892.00,"F",,"U",
12896.00,"M",,"U",
12900.00,"M",,"U",
12904.00,"F",,"U",
12908.00,"M",,"U",
12912.00,"F",,"U",
12917.00,"F",,"U",
12921.00,"F",,"U",
12925.00,"F",,"U",
12929.00,"F",,"U",
12933.00,"M",,"U",
12937.00,"M",,"U",
12941.00,"M",,"U",
12945.00,"F",,"U",
12949.00,"F",,"U",
12953.00,"M",,"U",
12957.00,"F",,"U",
12961.00,"F",,"U",
12965.00,"M",,"U",
12969.00,"F",,"U",
12973.00,"F",,"U",
12977.00,"F",,"U",
12981.00,"F",,"U",
12985.00,"M",,"U",
12989.00,"F",,"U",
12993.00,"M",,"U",
12997.00,"F",,"U",
13002.00,"M",,"U",
13006.00,"M",,"U",
13010.00,"F",,"U",
13014.00,"M",,"U",
13018.00,"F",,"U",
13020.00,"F",,"U",
13021.00,"M",,"U",
13022.00,"M",,"U",
13023.00,"M",,"U",
13024.00,"M",,"U",
13025.00,"M",,"U",
13026.00,"M",,"U",
13027.00,"F",,"U",
13028.00,"M",,"U",
13029.00,"M",,"U",
13030.00,"F",,"U",
13031.00,"M",,"U",
13032.00,"F",,"U",
13033.00,"M",,"U",
13034.00,"M",,"U",
13035.00,"F",,"U",
13036.00,"M",,"U",
13037.00,"M",,"U",
13038.00,"M",,"U",
13039.00,"M",,"U",
13040.00,"M",,"U",
13041.00,"F",,"U",
13042.00,"M",,"U",
13043.00,"M",,"U",
13044.00,"F",,"U",
13045.00,"F",,"U",
13046.00,"M",,"U",
13047.00,"M",,"U",
13048.00,"M",,"U",
13049.00,"F",,"U",
13050.00,"F",,"U",
13051.00,"M",,"U",
13052.00,"M",,"U",
13053.00,"F",,"U",
13054.00,"M",,"U",
13055.00,"F",,"U",
13056.00,"M",,"U",
13057.00,"F",,"U",
13058.00,"F",,"U",
13059.00,"F",,"U",
13060.00,"F",,"U",
13061.00,"M",,"U",
13062.00,"F",,"U",
13063.00,"F",,"U",
13064.00,"F",,"U",
13065.00,"F",,"U",
13066.00,"M",,"U",
13067.00,"M",,"U",
13068.00,"M",,"U",
13069.00,"M",,"U",
13070.00,"M",,"U",
13071.00,"F",,"U",
13072.00,"M",,"U",
13073.00,"M",,"U",
13074.00,"F",,"U",
13075.00,"M",,"U",
13076.00,"F",,"U",
13077.00,"F",,"U",
13078.00,"F",,"U",
13079.00,"M",,"U",
13080.00,"F",,"U",
13081.00,"M",,"U",
13082.00,"M",,"U",
13083.00,"F",,"U",
13084.00,"F",,"U",
13085.00,"F",,"U",
13086.00,"F",,"U",
13087.00,"M",,"U",
13088.00,"F",,"U",
13089.00,"M",,"U",
13090.00,"M",,"U",
13091.00,"M",,"U",
13092.00,"M",,"U",
13093.00,"M",,"U",
13094.00,"F",,"U",
13095.00,"M",,"U",
13096.00,"M",,"U",
13097.00,"F",,"U",
13098.00,"F",,"U",
13099.00,"M",,"U",
13100.00,"M",,"U",
13101.00,"F",,"U",
13102.00,"M",,"U",
13103.00,"F",,"U",
13104.00,"F",,"U",
13105.00,"F",,"U",
13106.00,"M",,"U",
13107.00,"F",,"U",
13108.00,"F",,"U",
13109.00,"F",,"U",
13110.00,"F",,"U",
13111.00,"F",,"U",
13112.00,"M",,"U",
13113.00,"F",,"U",
13114.00,"M",,"U",
13115.00,"M",,"U",
13116.00,"M",,"U",
13117.00,"M",,"U",
13118.00,"M",,"U",
13119.00,"M",,"U",
13120.00,"M",,"U",
13121.00,"F",,"U",
13122.00,"M",,"U",
13123.00,"M",,"U",
13124.00,"M",,"U",
13125.00,"M",,"U",
13126.00,"F",,"U",
13127.00,"F",,"U",
13128.00,"M",,"U",
13129.00,"F",,"U",
13130.00,"M",,"U",
13131.00,"F",,"U",
13132.00,"M",,"U",
13133.00,"F",,"U",
13134.00,"M",,"U",
13135.00,"F",,"U",
13136.00,"F",,"U",
13137.00,"M",,"U",
13138.00,"M",,"U",
13139.00,"F",,"U",
13140.00,"F",,"U",
13141.00,"M",,"U",
13142.00,"F",,"U",
13143.00,"F",,"U",
13144.00,"M",,"U",
13145.00,"F",,"U",
13146.00,"M",,"U",
13147.00,"F",,"U",
13148.00,"M",,"U",
13149.00,"M",,"U",
13150.00,"M",,"U",
13151.00,"M",,"U",
13152.00,"M",,"U",
13153.00,"M",,"U",
13154.00,"M",,"U",
13155.00,"M",,"U",
13156.00,"F",,"U",
13157.00,"M",,"U",
13158.00,"M",,"U",
13159.00,"M",,"U",
13160.00,"F",,"U",
13161.00,"M",,"U",
13162.00,"F",,"U",
13163.00,"F",,"U",
13164.00,"F",,"U",
13165.00,"M",,"U",
13166.00,"M",,"U",
13167.00,"F",,"U",
13168.00,"F",,"U",
13169.00,"F",,"U",
13170.00,"M",,"U",
13171.00,"M",,"U",
13172.00,"M",,"U",
13173.00,"M",,"U",
13174.00,"F",,"U",
13175.00,"M",,"U",
13176.00,"M",,"U",
13177.00,"M",,"U",
13178.00,"M",,"U",
13179.00,"M",,"U",
13180.00,"F",,"U",
13181.00,"M",,"U",
13182.00,"M",,"U",
13183.00,"M",,"U",
13184.00,"M",,"U",
13185.00,"M",,"U",
13186.00,"M",,"U",
13187.00,"F",,"U",
13188.00,"M",,"U",
13189.00,"M",,"U",
13190.00,"M",,"U",
13191.00,"M",,"U",
13192.00,"F",,"U",
13194.00,"M",,"U",
13195.00,"F",,"U",
13196.00,"F",,"U",
13197.00,"F",,"U",
13198.00,"F",,"U",
13199.00,"F",,"U",
13200.00,"F",,"U",
13201.00,"M",,"U",
13202.00,"F",,"U",
13203.00,"F",,"U",
13204.00,"F",,"U",
13205.00,"F",,"U",
13206.00,"M",,"U",
13207.00,"F",,"U",
13208.00,"M",,"U",
13209.00,"M",,"U",
13210.00,"F",,"U",
13211.00,"F",,"U",
13212.00,"F",,"U",
13213.00,"F",,"U",
13214.00,"M",,"U",
13215.00,"F",,"U",
13216.00,"F",,"U",
13217.00,"M",,"U",
13218.00,"F",,"U",
13219.00,"M",,"U",
13220.00,"F",,"U",
13221.00,"M",,"U",
13222.00,"M",,"U",
13223.00,"F",,"U",
13224.00,"M",,"U",
13225.00,"F",,"U",
13226.00,"M",,"U",
13227.00,"F",,"U",
13228.00,"M",,"U",
13229.00,"F",,"U",
13230.00,"M",,"U",
13231.00,"M",,"U",
13232.00,"M",,"U",
13233.00,"F",,"U",
13235.00,"M",,"U",
13236.00,"M",,"U",
13237.00,"M",,"U",
13238.00,"M",,"U",
13239.00,"F",,"U",
13240.00,"M",,"U",
13241.00,"F",,"U",
13242.00,"F",,"U",
13243.00,"F",,"U",
13244.00,"F",,"U",
13245.00,"F",,"U",
13246.00,"F",,"U",
13247.00,"M",,"U",
13248.00,"F",,"U",
13249.00,"M",,"U",
13250.00,"M",,"U",
13251.00,"F",,"U",
13252.00,"F",,"U",
13253.00,"M",,"U",
13254.00,"F",,"U",
13255.00,"M",,"U",
13256.00,"F",,"U",
13257.00,"F",,"U",
13258.00,"M",,"U",
13259.00,"F",,"U",
13260.00,"M",,"U",
13261.00,"M",,"U",
13262.00,"M",,"U",
13263.00,"F",,"U",
13264.00,"F",,"U",
13265.00,"F",,"U",
13266.00,"M",,"U",
13267.00,"M",,"U",
13268.00,"M",,"U",
13269.00,"M",,"U",
13270.00,"M",,"U",
13271.00,"M",,"U",
13272.00,"F",,"U",
13273.00,"F",,"U",
13274.00,"M",,"U",
13275.00,"M",,"U",
13276.00,"M",,"U",
13277.00,"M",,"U",
13278.00,"M",,"U",
13279.00,"M",,"U",
13280.00,"F",,"U",
13281.00,"M",,"U",
13282.00,"F",,"U",
13283.00,"F",,"U",
13284.00,"M",,"U",
13285.00,"M",,"U",
13286.00,"M",,"U",
13287.00,"M",,"U",
13288.00,"M",,"U",
13289.00,"M",,"U",
13290.00,"F",,"U",
13291.00,"M",,"U",
13293.00,"M",,"U",
13297.00,"M",,"U",
13302.00,"F",,"U",
13306.00,"F",,"U",
13310.00,"M",,"U",
13314.00,"F",,"U",
13318.00,"F",,"U",
13322.00,"F",,"U",
13326.00,"F",,"U",
13330.00,"F",,"U",
13334.00,"M",,"U",
13338.00,"M",,"U",
13342.00,"M",,"U",
13346.00,"M",,"U",
13350.00,"F",,"U",
13354.00,"M",,"U",
13358.00,"M",,"U",
13362.00,"F",,"U",
13366.00,"M",,"U",
13370.00,"M",,"U",
13374.00,"M",,"U",
13378.00,"M",,"U",
13382.00,"M",,"U",
13386.00,"M",,"U",
13390.00,"F",,"U",
13394.00,"F",,"U",
13398.00,"M",,"U",
13403.00,"M",,"U",
13407.00,"F",,"U",
13411.00,"M",,"U",
13415.00,"M",,"U",
13419.00,"M",,"U",
13423.00,"F",,"U",
13427.00,"M",,"U",
13431.00,"M",,"U",
13435.00,"F",,"U",
13439.00,"M",,"U",
13443.00,"F",,"U",
13447.00,"F",,"U",
13451.00,"M",,"U",
13455.00,"F",,"U",
13459.00,"M",,"U",
13477.00,"F",,"U",
13481.00,"F",,"U",
13485.00,"M",,"U",
13489.00,"F",,"U",
13493.00,"M",,"U",
13497.00,"M",,"U",
13502.00,"F",,"U",
13506.00,"M",,"U",
13510.00,"M",,"U",
13514.00,"F",,"U",
13518.00,"F",,"U",
13522.00,"M",,"U",
13526.00,"F",,"U",
13530.00,"M",,"U",
13534.00,"F",,"U",
13538.00,"F",,"U",
13542.00,"F",,"U",
13546.00,"M",,"U",
13550.00,"F",,"U",
13554.00,"F",,"U",
13558.00,"M",,"U",
13562.00,"F",,"U",
13566.00,"F",,"U",
13570.00,"M",,"U",
13574.00,"F",,"U",
13578.00,"M",,"U",
13582.00,"M",,"U",
13586.00,"M",,"U",
13590.00,"F",,"U",
13595.00,"M",,"U",
13599.00,"F",,"U",
13604.00,"F",,"U",
13608.00,"M",,"U",
13612.00,"F",,"U",
13616.00,"F",,"U",
13620.00,"M",,"U",
13624.00,"M",,"U",
13628.00,"F",,"U",
13632.00,"M",,"U",
13636.00,"M",,"U",
13640.00,"F",,"U",
13644.00,"M",,"U",
13645.00,"F",,"U",
13646.00,"F",,"U",
13647.00,"M",,"U",
13648.00,"F",,"U",
13649.00,"M",,"U",
13650.00,"F",,"U",
13651.00,"F",,"U",
13652.00,"F",,"U",
13653.00,"F",,"U",
13654.00,"M",,"U",
13655.00,"M",,"U",
13656.00,"F",,"U",
13657.00,"F",,"U",
13658.00,"M",,"U",
13659.00,"F",,"U",
13660.00,"M",,"U",
13661.00,"M",,"U",
13662.00,"F",,"U",
13663.00,"F",,"U",
13664.00,"F",,"U",
13665.00,"F",,"U",
13666.00,"M",,"U",
13667.00,"M",,"U",
13668.00,"F",,"U",
13669.00,"M",,"U",
13670.00,"F",,"U",
13671.00,"F",,"U",
13672.00,"M",,"U",
13673.00,"F",,"U",
13674.00,"M",,"U",
13675.00,"F",,"U",
13676.00,"F",,"U",
13677.00,"F",,"U",
13678.00,"F",,"U",
13679.00,"M",,"U",
13680.00,"F",,"U",
13681.00,"F",,"U",
13682.00,"M",,"U",
13683.00,"F",,"U",
13684.00,"F",,"U",
13685.00,"M",,"U",
13687.00,"M",,"U",
13688.00,"M",,"U",
13689.00,"F",,"U",
13690.00,"M",,"U",
13691.00,"M",,"U",
13692.00,"M",,"U",
13693.00,"F",,"U",
13694.00,"F",,"U",
13695.00,"M",,"U",
13696.00,"M",,"U",
13697.00,"F",,"U",
13698.00,"F",,"U",
13699.00,"M",,"U",
13700.00,"F",,"U",
13701.00,"F",,"U",
13702.00,"M",,"U",
13703.00,"M",,"U",
13704.00,"M",,"U",
13705.00,"F",,"U",
13706.00,"M",,"U",
13707.00,"M",,"U",
13708.00,"F",,"U",
13709.00,"F",,"U",
13710.00,"M",,"U",
13711.00,"F",,"U",
13712.00,"M",,"U",
13713.00,"F",,"U",
13714.00,"M",,"U",
13715.00,"M",,"U",
13716.00,"M",,"U",
13717.00,"M",,"U",
13718.00,"F",,"U",
13719.00,"F",,"U",
13720.00,"F",,"U",
13721.00,"F",,"U",
13722.00,"F",,"U",
13723.00,"F",,"U",
13724.00,"M",,"U",
13725.00,"M",,"U",
13726.00,"F",,"U",
13727.00,"M",,"U",
13728.00,"M",,"U",
13729.00,"M",,"U",
13730.00,"F",,"U",
13731.00,"F",,"U",
13732.00,"M",,"U",
13733.00,"F",,"U",
13734.00,"F",,"U",
13735.00,"F",,"U",
13736.00,"M",,"U",
13737.00,"M",,"U",
13738.00,"M",,"U",
13739.00,"F",,"U",
13740.00,"M",,"U",
13741.00,"M",,"U",
13742.00,"M",,"U",
13743.00,"F",,"U",
13744.00,"F",,"U",
13745.00,"M",,"U",
13746.00,"M",,"U",
13747.00,"M",,"U",
13748.00,"M",,"U",
13749.00,"M",,"U",
13750.00,"F",,"U",
13751.00,"M",,"U",
13752.00,"M",,"U",
13753.00,"F",,"U",
13754.00,"M",,"U",
13755.00,"M",,"U",
13756.00,"F",,"U",
13757.00,"F",,"U",
13758.00,"F",,"U",
13759.00,"M",,"U",
13760.00,"F",,"U",
13761.00,"F",,"U",
13762.00,"M",,"U",
13763.00,"M",,"U",
13764.00,"M",,"U",
13765.00,"F",,"U",
13766.00,"F",,"U",
13767.00,"M",,"U",
13768.00,"M",,"U",
13769.00,"M",,"U",
13770.00,"M",,"U",
13771.00,"F",,"U",
13772.00,"M",,"U",
13773.00,"M",,"U",
13774.00,"M",,"U",
13775.00,"F",,"U",
13776.00,"F",,"U",
13777.00,"F",,"U",
13778.00,"F",,"U",
13779.00,"F",,"U",
13780.00,"M",,"U",
13781.00,"M",,"U",
13782.00,"F",,"U",
13783.00,"M",,"U",
13784.00,"F",,"U",
13785.00,"M",,"U",
13786.00,"F",,"U",
13787.00,"M",,"U",
13788.00,"F",,"U",
13789.00,"M",,"U",
13790.00,"M",,"U",
13791.00,"F",,"U",
13792.00,"M",,"U",
13793.00,"F",,"U",
13794.00,"F",,"U",
13795.00,"F",,"U",
13796.00,"F",,"U",
13797.00,"F",,"U",
13798.00,"M",,"U",
13799.00,"F",,"U",
13800.00,"F",,"U",
13801.00,"M",,"U",
13802.00,"F",,"U",
13803.00,"M",,"U",
13804.00,"M",,"U",
13805.00,"M",,"U",
13806.00,"M",,"U",
13807.00,"F",,"U",
13808.00,"F",,"U",
13809.00,"F",,"U",
13810.00,"F",,"U",
13811.00,"F",,"U",
13812.00,"M",,"U",
13813.00,"F",,"U",
13814.00,"M",,"U",
13815.00,"F",,"U",
13816.00,"F",,"U",
13817.00,"M",,"U",
13818.00,"M",,"U",
13819.00,"M",,"U",
13820.00,"M",,"U",
13821.00,"F",,"U",
13822.00,"F",,"U",
13823.00,"M",,"U",
13824.00,"M",,"U",
13825.00,"M",,"U",
13826.00,"M",,"U",
13827.00,"M",,"U",
13828.00,"M",,"U",
13829.00,"F",,"U",
13830.00,"M",,"U",
13831.00,"F",,"U",
13832.00,"F",,"U",
13833.00,"M",,"U",
13834.00,"M",,"U",
13835.00,"F",,"U",
