"SEAL_ID","SEX","TAG_MATRIX","SURVIVAL_MATRIX","YEAR_BORN","BLACK_MASS","WEAN_MASS","BRANDED","COW_MASS","TAGS_USED","BRANDS_USED","PUP_MATRIX"
6462.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H210","00000000001000000000000000"
6463.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H211","00000000001000000000000000"
6464.00,"1","UUUUUUUUUUU1UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H212","00000000001000000000000000"
6465.00,"1","UUUUUUUUUUUUU00UU0UUUUUUUU","00000000001001111101110000","1994",,,"1",,," H213","000000000010000000000U0000"
6466.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H214","00000000001000000000000000"
6495.00,"0","UUUUUUUUUU0000UUUUUUUUUUUU","00000000001111000000000000","1994",,,"1",,," H244","00000000001000000000000000"
6496.00,"1","UUUUUUUUUUUUUUU0UUUUUUUUUU","00000000001000111000000000","1994",,,"1",,," H245","00000000001000000000000000"
6497.00,"0","UUUUUUUUUU0000UUUUUUUUUUUU","00000000001111101101000000","1994",,,"1",,," H246","00000000001000000000000000"
6498.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H247","00000000001000000000000000"
6499.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H248","00000000001000000000000000"
6500.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H249","00000000001000000000000000"
6501.00,"0","UUUUUUUUUUUUU0UUUUUUUUUUUU","00000000001001000000000000","1994",,,"1",,," H250","00000000001000000000000000"
6502.00,"0","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H251","00000000001000000000000000"
6503.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H252","00000000001000000000000000"
6504.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H253","00000000001000000000000000"
6505.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H254","00000000001000000000000000"
6506.00,"1","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001100000001000000","1994",,,"1",,," H255","0000000000100000000U000000"
6507.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H257","00000000001000000000000000"
3807.00,"0","UUUUUUUUU11112222UUUUUUUUU","00000000011111111100100000","1993","36","118","1",," B6522 O0391 O5088"," B864","00000000010000F0F000000000"
3808.00,"0","UUUUUUUUUU1111U1UUUU1UU1UU","00000000011111011111110100","1993","42","106","1",," B6523"," B813","0000000001000000M000000000"
3809.00,"1","UUUUUUUUU1UUUUUUUUUUUUUUUU","00000000010000000000000000","1993","39",,"0",," B6524",,"00000000010000000000000000"
3810.00,"1","UUUUUUUUUU1UUUUUUUUUUUUUUU","00000000011000000000000000","1993","51","106","1",," B6499"," B948","00000000010000000000000000"
3811.00,"1","UUUUUUUUU1UUUUUUUUUUUUUUUU","00000000010000001000000000","1993","40","95","1",," B6500"," B987","00000000010000000000000000"
3812.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010001000000000000","1993","40","117","1",," B6501"," B702","00000000010000000000000000"
3813.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","44","125","1",," B6502"," B753","00000000010000000000000000"
3814.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","38","106","1",," B6503"," B800","00000000010000000000000000"
3815.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","42","123","1",," B6504"," B860","00000000010000000000000000"
6508.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000011001000000","1994",,,"1",,," H258","00000000001000000000000000"
6509.00,"1","UUUUUUUUUUU1UUUUUUUUUUUUUU","00000000001100010000100000","1994",,,"1",,," H259","00000000001000000000U00000"
6510.00,"1","UUUUUUUUUUU10000UUUUUUUUUU","00000000001111111000000000","1994",,,"1",,," H260","0000000000100U000000000000"
6511.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H261","00000000001000000000000000"
6512.00,"0","UUUUUUUUUUUUU0UUUUUUUUUUUU","00000000001001000100000000","1994",,,"1",,," H263","00000000001000000000000000"
6513.00,"0","UUUUUUUUUU01UUU21UUUUUUUUU","00000000001100011110000000","1994",,,"1",," O7298 O7299"," H264","00000000001000000000000000"
6514.00,"0","UUUUUUUUUUU00U000UU22UUUU1","00000000001111111101110101","1994",,,"1",," W7603 W7604"," H265","000000000010000MF000000000"
6515.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H266","00000000001000000000000000"
6516.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000100100000000","1994",,,"1",,," H267","00000000001000000000000000"
6517.00,"0","UUUUUUUUUUU2U0U0UUUUUUUUUU","00000000001101110100100001","1994",,,"1",,," H268","00000000001000000000000000"
6518.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001010001000000000","1994",,,"1",,," H269","00000000001000000000000000"
6519.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H270","00000000001000000000000000"
6520.00,"1","UUUUUUUUUU000UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H271","00000000001000000000000000"
6521.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H272","00000000001000000000000000"
6522.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000001001000000","1994",,,"1",,," H273","0000000000100000000U000000"
6523.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H274","00000000001000000000000000"
6524.00,"1","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H275","00000000001000000000000000"
6525.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000001000000000","1994",,,"1",,," H276","00000000001000000000000000"
6526.00,"1","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001101000000000000","1994",,,"1",,," H277","00000000001000000000000000"
6527.00,"1","UUUUUUUUUU0U0UU0UUUUUUUUUU","00000000001011011000000000","1994",,,"1",,," H278","000000000010U0000000000000"
6528.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H279","00000000001000000000000000"
6539.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H290","00000000001000000000000000"
6572.00,"1","UUUUUUUUUU000221UUUUUUUUUU","00000000001111111000000000","1994",,,"1",," O0188 O0189"," H325","000000000010U00U0000000000"
6574.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000010000000","1994",,,"1",,," H327","00000000001000000000000000"
6575.00,"0","UUUUUUUUUU000U0UUUUUUUUUUU","00000000001110111000100000","1994",,,"1",,," H328","00000000001000000000000000"
6576.00,"1","UUUUUUUUUU010UUUUUUUUUUUUU","00000000001110010000000000","1994",,,"1",,," H329","00000000001000000000000000"
6577.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001001010000000000","1994",,,"1",,," H330","00000000001000000000000000"
6578.00,"0","UUUUUUUUUU0UUUU0UUUUUUUUUU","00000000001000110000000000","1994",,,"1",,," H331","00000000001000000000000000"
6579.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H332","00000000001000000000000000"
6580.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000001101010101","1994",,,"1",,," H333","00000000001000000000000000"
6581.00,"1","UUUUUUUUUU020UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H334","00000000001000000000000000"
6582.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H335","00000000001000000000000000"
6583.00,"0","UUUUUUUUUUU000U0UUUUUUUUUU","00000000001111110000000000","1994",,,"1",,," H336","00000000001000000000000000"
6584.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H337","00000000001000000000000000"
6585.00,"1","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H338","00000000001000000000000000"
6586.00,"1","UUUUUUUUUUU102222UUUUUUUUU","00000000001111111111100000","1994",,,"1",," O4790 O4791"," H340","0000000000100000000UU00000"
6587.00,"0","UUUUUUUUUUUUUUU0UUUUUUUUUU","00000000001000010000000000","1994",,,"1",,," H341","00000000001000000000000000"
6588.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H342","00000000001000000000000000"
6589.00,"1","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H343","00000000001000000000000000"
6590.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H344","00000000001000000000000000"
3425.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000011001000000000000","1993","46","135","1",," B5804"," B246","00000000010000000000000000"
3426.00,"1","UUUUUUUUUU1UUUUUUUUUUUUUUU","00000000011000000000000000","1993","50","152","1",," B5805"," B483","00000000010000000000000000"
3427.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","36","160","1",," B5806"," B322","00000000010000000000000000"
3428.00,"1","UUUUUUUUU1UUUUUUUUUUUUUUUU","00000000010000000000000000","1993","44","128","1",," B5808"," B315","00000000010000000000000000"
3429.00,"0","UUUUUUUUUU11U11UUUUUUUUUUU","00000000011101110000000000","1993","41","132","1",," B5809"," B440","00000000010000F00000000000"
3430.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","43","112","1",," B5776"," B461","00000000010000000000000000"
3431.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","44","125","1",," B5777"," B408","00000000010000000000000000"
6591.00,"1","UUUUUUUUUU010UUUUUUUUUUUUU","00000000001111000000000000","1994",,,"1",,," H345","00000000001000000000000000"
3433.00,"0","UUUUUUUUUU1111UUUUUUUUUUUU","00000000011111000000000000","1993","35","134","1",," B5779"," B282","00000000010000000000000000"
3434.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","41","121","1",," B5780"," B276","00000000010000000000000000"
3435.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","38","86","1",," B5781"," B761","00000000010000000000000000"
6592.00,"0","UUUUUUUUUUU00UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H346","00000000001000000000000000"
6593.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100100000000000","1994",,,"1",,," H347","00000000001000000000000000"
6594.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H348","00000000001000000000000000"
6595.00,"1","UUUUUUUUUUU10UUUUUUUUUUUUU","00000000001110000100000000","1994",,,"1",,," H349","00000000001000000000000000"
6596.00,"1","UUUUUUUUUUU10UUUUUUUUUUUUU","00000000001111100000000000","1994",,,"1",,," H350","00000000001000000000000000"
6597.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H351","00000000001000000000000000"
6598.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H352","00000000001000000000000000"
6599.00,"1","UUUUUUUUUU000U000UUUUUUUUU","00000000001110111000000000","1994",,,"1",,," H353","0000000000100000U000000000"
6600.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001101000000100000","1994",,,"1",,," H354","00000000001000000000000000"
6601.00,"0","UUUUUUUUUU0022UUUUUUUUUUUU","00000000001111000000000000","1994",,,"1",," O0348 O0349"," H356","00000000001000000000000000"
6602.00,"0","UUUUUUUUUU010UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H357","00000000001000000000000000"
6603.00,"0","UUUUUUUUUU00U2U21UUUUUUUUU","00000000001101111100101000","1994",,,"1",," O0198 O0199"," H358","0000000000100000F000000000"
6604.00,"1","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H359","00000000001000000000000000"
6605.00,"1","UUUUUUUUUU0U00UUUUUUUUUUUU","00000000001011000000000000","1994",,,"1",,," H360","00000000001000000000000000"
6606.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H361","00000000001000000000000000"
6607.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H362","00000000001000000000000000"
6608.00,"1","UUUUUUUUUU000UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H364","000000000010U0000000000000"
6609.00,"0","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H365","00000000001000000000000000"
6610.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H366","00000000001000000000000000"
6622.00,"0","UUUUUUUUUUUU0UUUUUUUUUUUUU","00000000001010000000000000","1994",,,"1",,," H379","00000000001000000000000000"
6623.00,"0","UUUUUUUUUU0200UUUUUUUUUUUU","00000000001111110000000000","1994",,,"1",,," H380","00000000001000000000000000"
6624.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H381","00000000001000000000000000"
6625.00,"1","UUUUUUUUUU02UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H382","00000000001000000000000000"
6626.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001101000000000000","1994",,,"1",,," H383","00000000001000000000000000"
6627.00,"0","UUUUUUUUUUU00UUUUUUU0UUUUU","00000000001110011111100000","1994",,,"1",,," H384","00000000001000000000000000"
6628.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000100000000000","1994",,,"1",,," H385","00000000001000000000000000"
6629.00,"0","UUUUUUUUUUUU02U2UUUUUUUUUU","00000000001011011101100000","1994",,,"1",," O0378 O0379"," H387","00000000001000000000000000"
6630.00,"0","UUUUUUUUUUUUU001UUUUUUUUUU","00000000001001110000000000","1994",,,"1",,," H388","00000000001000000000000000"
6631.00,"0","UUUUUUUUUUU0UU222UUUUUUUUU","00000000001100111100000000","1994",,,"1","392"," O5035 O5036 O7263 O7264"," H389","00000000001000MMM000000000"
6632.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H390","00000000001000000000000000"
6650.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H411","00000000001000000000000000"
6651.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H412","00000000001000000000000000"
6652.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H414","00000000001000000000000000"
6653.00,"0","UUUUUUUUUU000UU0UUUUUUUUUU","00000000001110010110100000","1994",,,"1",,," H415","00000000001000000000000000"
6654.00,"0","UUUUUUUUUUU2UUU0UUUUUUUUUU","00000000001100010000000000","1994",,,"1",,," H416","00000000001000000000000000"
6655.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H417","00000000001000000000000000"
6656.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H418","00000000001000000000000000"
6657.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H419","00000000001000000000000000"
3502.00,"0","UUUUUUUUU0UU11UUUUUUUUUUUU","00000000011011000000000000","1993","41","122","1",," B5914"," B502","00000000010000000000000000"
3503.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","46","105","1",," B5915"," B564","00000000010000000000000000"
3504.00,"1","UUUUUUUUU1UUUUUUUUUUUUUUUU","00000000010000000000000000","1993","34",,"0",," B6623",,"00000000010000000000000000"
3505.00,"1","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000010100100000000000","1993","44","140","1",," B5880"," B392","00000000010000000000000000"
3506.00,"0","UUUUUUUUU110UUUU1UUUUUUUUU","00000000011100111100110001","1993","38","107","1",," B5881"," B687","00000000010000000000000000"
3507.00,"1","UUUUUUUUUU11111UU401UUUUUU","00000000011111111111000000","1993","46","122","1",," B5882"," B574","0000000001000000UU0U000000"
3508.00,"1","UUUUUUUUU11UUUUUUUUUUUUUUU","00000000011001000000000000","1993","36","86","1",," B5883"," B579","00000000010000000000000000"
3509.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000100000000000","1993","39","115","1",," B5884"," B452","00000000010000000000000000"
3510.00,"1","UUUUUUUUU1U2UUUUUUUUUUUUUU","00000000010101000001000000","1993","31","75","1",," B5885"," B637","0000000001000000000U000000"
3511.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","35","55","1",," B5886"," C058","00000000010000000000000000"
6658.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H420","00000000001000000000000000"
6659.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H421","00000000001000000000000000"
6660.00,"1","UUUUUUUUUU02UUUUUUUUUUUUUU","00000000001100010000000000","1994",,,"1",,," H422","00000000001000000000000000"
3515.00,"1","UUUUUUUUU1UUUUUUUUUUUUUUUU","00000000010000000000000000","1993","39",,"0",," B5890",,"00000000010000000000000000"
6661.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000001000000000","1994",,,"1",,," H423","00000000001000000000000000"
6726.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H492","00000000001000000000000000"
6727.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H493","00000000001000000000000000"
6728.00,"0","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H494","00000000001000000000000000"
6729.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H495","00000000001000000000000000"
6730.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H496","00000000001000000000000000"
6731.00,"1","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H498","00000000001000000000000000"
6732.00,"0","UUUUUUUUUU000UUUUUUUUUUUUU","00000000001110010000000001","1994",,,"1",,," H499","00000000001000000000000000"
6733.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H500","00000000001000000000000000"
6734.00,"1","UUUUUUUUUUUUU0UUUUUUUUUUUU","00000000001001000000000000","1994",,,"1",,," H502","00000000001000000000000000"
6735.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000001000000000","1994",,,"1",,," H503","00000000001000000000000000"
6736.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000110000","1994",,,"1",,," H504","00000000001000000000UU0000"
6737.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H505","00000000001000000000000000"
6738.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H506","00000000001000000000000000"
6739.00,"0","UUUUUUUUUUU2001UUUUUUUUUUU","00000000001111111100000000","1994",,,"1",,," H507","0000000000100000M000000000"
6740.00,"0","UUUUUUUUUU02UUUUUUUUUUUUUU","00000000001100000001000000","1994",,,"1",,," H508","00000000001000000000000000"
6741.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000001000000","1994",,,"1",,," H509","00000000001000000000000000"
6752.00,"0","UUUUUUUUUUU00U0UUUUUUUUUUU","00000000001110110001000000","1994",,,"1",,," H521","00000000001000F00000000000"
6753.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H522","00000000001000000000000000"
6754.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H523","00000000001000000000000000"
6755.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H524","00000000001000000000000000"
6756.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H525","00000000001000000000000000"
6757.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H526","00000000001000000000000000"
6758.00,"1","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H527","00000000001000000000000000"
6759.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000010000","1994",,,"1",,," H528","00000000001000000000000000"
6760.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H529","00000000001000000000000000"
6761.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H530","00000000001000000000000000"
6762.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H531","00000000001000000000000000"
6763.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H532","00000000001000000000000000"
6764.00,"1","UUUUUUUUUU000U0UUUUUUUUUUU","00000000001110100000000000","1994",,,"1",,," H533","00000000001000000000000000"
6765.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H534","00000000001000000000000000"
6766.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H535","00000000001000000000000000"
6767.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000100000000000","1994",,,"1",,," H536","00000000001000000000000000"
6768.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H537","00000000001000000000000000"
3578.00,"0","UUUUUUUUUU1UUUUUUUUUUUUUUU","00000000011001000000000000","1993","30","91","1",," B5957"," B692","00000000010000000000000000"
3579.00,"1","UUUUUUUUUU1UUUUUUUUUUUUUUU","00000000011000001000000000","1993","54","140","1",," B5958"," B686","00000000010000000000000000"
3580.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000010000000000000000","1993","38","81","1",," B5959"," B737","00000000010000000000000000"
3581.00,"0","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000010100000000000000","1993","38","134","1",," B5960"," B515","00000000010000000000000000"
6803.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H572","00000000001000000000000000"
6804.00,"0","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H573","00000000001000000000000000"
6805.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000100000000000","1994",,,"1",,," H574","00000000001000000000000000"
6806.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H575","00000000001000000000000000"
6807.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H576","00000000001000000000000000"
6808.00,"1","UUUUUUUUUUUU0UUUUUUUUUUUUU","00000000001011000000000000","1994",,,"1",,," H577","00000000001000000000000000"
6809.00,"1","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001001000000000000","1994",,,"1",,," H578","00000000001000000000000000"
6810.00,"1","UUUUUUUUUU020UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H579","00000000001000000000000000"
6811.00,"0","UUUUUUUUUU01UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H580","00000000001000000000000000"
6812.00,"0","UUUUUUUUUU00UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H581","00000000001000000000000000"
6813.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H582","00000000001000000000000000"
6814.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H583","00000000001000000000000000"
6815.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000001","1994",,,"1",,," H584","00000000001000000000000000"
6816.00,"1","UUUUUUUUUUU20UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H585","00000000001000000000000000"
6817.00,"1","UUUUUUUUUU02UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",,," H586","00000000001000000000000000"
6818.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H587","00000000001000000000000000"
6819.00,"0","UUUUUUUUUUU0UUUUUUUUUUUUUU","00000000001101111001110100","1994",,,"1",,," H588","00000000001000000000000000"
6820.00,"0","UUUUUUUUUUU1UUUUUUUUUUUUUU","00000000001100000000000000","1994",,,"1",," B9901 B9902"," H589","00000000001000000000000000"
6821.00,"1","UUUUUUUUUU00U0UUUUUUUUUUUU","00000000001101101100000000","1994",,,"1",,," H590","00000000001000000000000000"
6822.00,"1","UUUUUUUUUU000UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H591","00000000001000000000000000"
6823.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000001000000000","1994",,,"1",,," H592","00000000001000000000000000"
6824.00,"0","UUUUUUUUUUU00UUUUUUUUUUUUU","00000000001110000000000000","1994",,,"1",,," H593","00000000001000000000000000"
6825.00,"0","UUUUUUUUUUUU0UU0UUUUUUUUUU","00000000001010011000000000","1994",,,"1",,," H594","00000000001000000000000000"
6826.00,"0","UUUUUUUUUUUUU0UUUUUUUUUUUU","00000000001001100000000000","1994",,,"1",,," H595","00000000001000000000000000"
6827.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H596","00000000001000000000000000"
6828.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H597","00000000001000000000000000"
6840.00,"1","UUUUUUUUUU22222222UU22UUUU","00000000001111111101110000","1994",,,"1",," B7427 B7428 O4808 O4809"," H610","0000000000100UU0UU0UUU0000"
6841.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H611","00000000001000000000000000"
6842.00,"0","UUUUUUUUUU00U0UU2UUUUUUUUU","00000000001101001000000000","1994",,,"1",,," H612","00000000001000000000000000"
6843.00,"0","UUUUUUUUUU0UUUUUUUUUUUUUUU","00000000001000000000000000","1994",,,"1",,," H613","00000000001000000000000000"
