"SEAL_ID","SEX","TAG_MATRIX","SURVIVAL_MATRIX","YEAR_BORN","BLACK_MASS","WEAN_MASS","BRANDED","COW_MASS","TAGS_USED","BRANDS_USED","PUP_MATRIX"
20977.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDER",,"00000000000000000000000000"
20978.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDFR",,"00000000000000000000000000"
20979.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDHR",,"00000000000000000000000000"
20980.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDIR",,"00000000000000000000000000"
20981.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDJR",,"00000000000000000000000000"
20982.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDKR",,"00000000000000000000000000"
20983.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDLR",,"00000000000000000000000000"
20984.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDMR",,"00000000000000000000000000"
20985.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDNR",,"00000000000000000000000000"
20986.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDPR",,"00000000000000000000000000"
20987.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDRR",,"00000000000000000000000000"
20988.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDSR",,"00000000000000000000000000"
20989.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDTR",,"00000000000000000000000000"
20990.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDUR",,"00000000000000000000000000"
20991.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDWR",,"00000000000000000000000000"
20992.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDXR",,"00000000000000000000000000"
20993.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDZR",,"00000000000000000000000000"
21010.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWHTR",,"00000000000000000000000000"
21012.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWHWR",,"00000000000000000000000000"
21013.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWHXR",,"00000000000000000000000000"
21014.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWHZR",,"00000000000000000000000000"
21015.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJAR",,"00000000000000000000000000"
21016.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJBR",,"00000000000000000000000000"
21017.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJCR",,"00000000000000000000000000"
21018.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJDR",,"00000000000000000000000000"
21019.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJER",,"00000000000000000000000000"
21020.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJFR",,"00000000000000000000000000"
21021.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJHR",,"00000000000000000000000000"
21022.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJIR",,"00000000000000000000000000"
21023.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJJR",,"00000000000000000000000000"
21024.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJKR",,"00000000000000000000000000"
21025.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJLR",,"00000000000000000000000000"
21026.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWJMR",,"00000000000000000000000000"
21038.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKCR",,"00000000000000000000000000"
21039.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKDR",,"00000000000000000000000000"
21040.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKER",,"00000000000000000000000000"
21041.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKFR",,"00000000000000000000000000"
21042.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKHR",,"00000000000000000000000000"
21043.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKIR",,"00000000000000000000000000"
21044.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKJR",,"00000000000000000000000000"
21045.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKKR",,"00000000000000000000000000"
21046.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKLR",,"00000000000000000000000000"
21047.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKMR",,"00000000000000000000000000"
21048.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKNR",,"00000000000000000000000000"
21049.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKPR",,"00000000000000000000000000"
21050.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKRR",,"00000000000000000000000000"
21051.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKSR",,"00000000000000000000000000"
21052.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKTR",,"00000000000000000000000000"
21054.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKWR",,"00000000000000000000000000"
21055.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKXR",,"00000000000000000000000000"
21056.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKZR",,"00000000000000000000000000"
21057.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRAR",,"00000000000000000000000000"
21058.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRBR",,"00000000000000000000000000"
21059.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRCR",,"00000000000000000000000000"
21060.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRDR",,"00000000000000000000000000"
21061.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRER",,"00000000000000000000000000"
21062.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRFR",,"00000000000000000000000000"
21063.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRHR",,"00000000000000000000000000"
21064.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRIR",,"00000000000000000000000000"
21065.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRKR",,"00000000000000000000000000"
21066.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRJR",,"00000000000000000000000000"
21067.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRLR",,"00000000000000000000000000"
21068.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRMR",,"00000000000000000000000000"
21069.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRNR",,"00000000000000000000000000"
21070.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRPR",,"00000000000000000000000000"
21071.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRRR",,"00000000000000000000000000"
21072.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWRSR",,"00000000000000000000000000"
21088.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWOU",,"00000000000000000000000000"
21089.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWDG",,"00000000000000000000000000"
21090.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWWY",,"00000000000000000000000000"
21091.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MW??",,"00000000000000000000000000"
21092.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAA",,"00000000000000000000000000"
21093.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAB",,"00000000000000000000000000"
21094.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAC",,"00000000000000000000000000"
21095.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAD",,"00000000000000000000000000"
21096.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAE",,"00000000000000000000000000"
21108.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAS",,"00000000000000000000000000"
21109.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAT",,"00000000000000000000000000"
21110.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAU",,"00000000000000000000000000"
21111.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAW",,"00000000000000000000000000"
21112.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAX",,"00000000000000000000000000"
21113.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXAZ",,"00000000000000000000000000"
21114.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBA",,"00000000000000000000000000"
21115.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBB",,"00000000000000000000000000"
21116.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBC",,"00000000000000000000000000"
21117.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBD",,"00000000000000000000000000"
21118.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBE",,"00000000000000000000000000"
21119.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBF",,"00000000000000000000000000"
21120.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBH",,"00000000000000000000000000"
21121.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBI",,"00000000000000000000000000"
21122.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBJ",,"00000000000000000000000000"
21123.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBK",,"00000000000000000000000000"
21124.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBL",,"00000000000000000000000000"
21125.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBM",,"00000000000000000000000000"
21126.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBN MXBO",,"00000000000000000000000000"
21127.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBP",,"00000000000000000000000000"
21128.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBR",,"00000000000000000000000000"
21129.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBS",,"00000000000000000000000000"
25906.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000010000000000","1999","47","85","1",," O8409 O8410"," T811","00000000000000010000000000"
25907.00,"0","UUUUUUUUUUUUUUU222U0UU0UU0","00000000000000011111111111","1999","52","111","1",," O8411 O8412"," T527","00000000000000010000000000"
25908.00,"1","UUUUUUUUUUUUUUU2UUUUUUUUUU","00000000000000011100000000","1999","45","149","1",," O8413 O8414"," T089","00000000000000010000000000"
25909.00,"0","UUUUUUUUUUUUUUU222UUUUUUU1","00000000000000011100011001","1999","36","127","1",," O8415 O8416"," T526","00000000000000010000000000"
25910.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000010000000000","1999","50","146","1",," O8417 O8418"," T806","00000000000000010000000000"
25911.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000010000000000","1999","56","150","1",," O8419 O8420"," T349","00000000000000010000000000"
25912.00,"1","UUUUUUUUUUUUUUU22U111UUUUU","00000000000000011111110000","1999","35","114","1",," O8421 O8422"," T250","00000000000000010000000000"
25914.00,"1","UUUUUUUUUUUUUUU2UUUUUUUUUU","00000000000000010000000000","1999","44","122","1",," O8425 O8426"," T256","00000000000000010000000000"
25915.00,"1","UUUUUUUUUUUUUUU22UUUUUUUUU","00000000000000011010000000","1999","45","122","1",," O8427 O8428"," T228","00000000000000010000000000"
25916.00,"0","UUUUUUUUUUUUUUU22UUUUUUUUU","00000000000000011100010000","1999","43","137","1",," O8429 O8430"," T781","00000000000000010000000000"
25917.00,"1","UUUUUUUUUUUUUUU2UUUUUUUUUU","00000000000000011100000000","1999","45","116","1",," O8431 O8432"," T497","00000000000000010000000000"
30130.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30131.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30133.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"0000000000000000000000U000"
30134.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"0000000000000000000000U000"
30135.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"0000000000000000000000U000"
30136.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30137.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30138.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30139.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30141.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30157.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30158.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30159.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30160.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30161.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30163.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30165.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30166.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30167.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30168.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30169.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30170.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30171.00,"0","UUUUUUUUUUUUUUUUUUUUUU1UUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30173.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30174.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30175.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30176.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30177.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
30178.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000001000",,,,"0",,,,"00000000000000000000000000"
21132.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBW",,"00000000000000000000000000"
21133.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBX",,"00000000000000000000000000"
21134.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXBZ",,"00000000000000000000000000"
21135.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCA",,"00000000000000000000000000"
21136.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCB",,"00000000000000000000000000"
21137.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCC",,"00000000000000000000000000"
21138.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCD",,"00000000000000000000000000"
21139.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCE",,"00000000000000000000000000"
21140.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCF",,"00000000000000000000000000"
21141.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCH",,"00000000000000000000000000"
21142.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCI",,"00000000000000000000000000"
21143.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCJ",,"00000000000000000000000000"
21144.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCK",,"00000000000000000000000000"
21145.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCL",,"00000000000000000000000000"
21146.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCM",,"00000000000000000000000000"
21147.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCN",,"00000000000000000000000000"
21148.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCO",,"00000000000000000000000000"
21149.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCP",,"00000000000000000000000000"
21150.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCR",,"00000000000000000000000000"
21151.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXCS",,"00000000000000000000000000"
21168.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDN",,"00000000000000000000000000"
21169.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDO",,"00000000000000000000000000"
21170.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDP",,"00000000000000000000000000"
21171.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDR",,"00000000000000000000000000"
21172.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDS",,"00000000000000000000000000"
21173.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDT",,"00000000000000000000000000"
21174.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDU",,"00000000000000000000000000"
21175.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDW",,"00000000000000000000000000"
21176.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDX",,"00000000000000000000000000"
21177.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXDZ",,"00000000000000000000000000"
21178.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEA",,"00000000000000000000000000"
21179.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEB",,"00000000000000000000000000"
21180.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEC",,"00000000000000000000000000"
21181.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXED",,"00000000000000000000000000"
21182.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEE",,"00000000000000000000000000"
21195.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXET",,"00000000000000000000000000"
21196.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEU",,"00000000000000000000000000"
21197.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEW",,"00000000000000000000000000"
21198.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEX",,"00000000000000000000000000"
21199.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXEZ",,"00000000000000000000000000"
21200.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFA",,"00000000000000000000000000"
21201.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFB",,"00000000000000000000000000"
21202.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFC",,"00000000000000000000000000"
21203.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFD",,"00000000000000000000000000"
21204.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFE",,"00000000000000000000000000"
21205.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFF",,"00000000000000000000000000"
21206.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFH",,"00000000000000000000000000"
21207.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1965",,,"0",," MXFI",,"00000000000000000000000000"
21053.00,"0","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000000000000000","1964",,,"0",," MWKUR",,"00000000000000000000000000"
23805.00,"0","UUUUUUUUUUUUUU10UUUUUUUUUU","00000000000000110000000000","1998","35","62","1",," O6430 O6431"," P530","00000000000000100000000000"
23807.00,"0","UUUUUUUUUUUUUUU222UUUUUUUU","00000000000000111100000000","1998","43","134","1",," O6432 O6433"," P745","00000000000000100000000000"
23808.00,"0","UUUUUUUUUUUUUUU22UUUUUUUUU","00000000000000111000000000","1998","40","119","1",," O6434 O6435"," P752","00000000000000100000000000"
23809.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000101000000000","1998","45","107","1",," O6436 O6437"," P560","00000000000000100000000000"
23822.00,"1","UUUUUUUUUUUUUUUUUUUUUUUUUU","00000000000000100000000000","1998","37","102","1",," O6462 O6463"," P640","00000000000000100000000000"
23823.00,"0","UUUUUUUUUUUUUU2UUUUUUUUUUU","00000000000000100000000000","1998","38","137","0",," O6464 O6465",,"00000000000000100000000000"
