id,trip,type,startdate,enddate,dur,totaldist,maxdist2col,lon.max,lat.max,geometry
mq1-17215-95,57,incomplete,1995-12-14T09:00:00Z,1995-12-30T09:00:00Z,16,682,473,152,-53.6,"c(151.888449365118, 151.9663900974, 152.044234080757, 152.121819555356, 152.199005017944, 152.275648965267, 152.351609894071, 152.426746301101, 152.500916683104, 152.573979536826, 152.645793359012, 152.716216646408, 152.785107895762, 152.852325603817, 152.917728267321, 152.981174383019, 153.042522447658, 153.101630957983, 153.15835841074, 153.212563302676, 153.264104130536, 153.312839391066, 153.358627581012, 153.400605620922, 153.440137228981, 153.476631111366, 153.510193459566, 153.540930465072, 
153.568948319372, 153.594353213955, 153.616704666734, 153.637536464288, 153.657405400469, 153.677215085931, 153.697869131328, 153.720271147313, 153.74532474454, 153.773933533662, 153.807147818232, 153.844722147615, 153.887230185486, 153.933089204787, 153.982214148137, 154.032991959008, 154.085958513172, 154.141108631341, 154.198437134228, 154.257938842549, 154.319608577016, 154.383441158343, 154.449431407243, 154.517574144431, 154.58786419062, 154.660296366523, 154.734865492854, 154.811566390327, 
154.890393879656, 154.971342781554, 155.054407916734, 155.139584105911, 155.226866169798, 155.316248929108, 155.407727204556, 155.501295816855, 155.596949586718, 155.69468333486, 155.794491881993, 155.896370048832, 156.00031265609, 156.106314524481, 156.214370474718, 156.324475327516, 156.436623903587, 156.550811023645, 156.667031508405, 156.785280178579, 156.905551854881, 157.027841358025, 157.152636595139, 157.27869759475, 157.405549225686, 157.532413971437, 157.65851431549, 157.783072741335, 157.905311732458, 
158.024453772348, 158.139721344494, 158.250336932384, 158.355523019506, 158.454502089349, 158.5464966254, 158.630729111148, 158.706422030081, 158.772797865688, 158.829079101456, 158.873959183213, 158.90775590702, -53.5750986413101, -53.550441685881, -53.5256918239244, -53.5007176481407, -53.4754038857438, -53.4496349821233, -53.4232950902396, -53.3962680568722, -53.3684374057167, -53.3396863173215, -53.3098976058573, -53.27895369271, -53.246736576889, -53.2131278022391, -53.1780084214468, -53.1412589568275, 
-53.1027593578814, -53.0623889556036, -53.0200264135336, -52.975549675527, -52.9288359102318, -52.8797614522507, -52.8282017399695, -52.7734356584349, -52.7166438260649, -52.6579939391386, -52.5981093462241, -52.5376167217315, -52.4771461924219, -52.4173313729032, -52.35915958751, -52.3023651990467, -52.2479028457277, -52.196271569094, -52.1479721997122, -52.1035070099211, -52.0633793113271, -52.0280929970362, -51.9983281350762, -51.9745487003618, -51.9584563365661, -51.948571754829, -51.9467073278544, 
-51.949518796252, -51.9582387664979, -51.9726105401216, -51.9923755296625, -52.01727357383, -52.0470432384873, -52.0814221033306, -52.1201470341517, -52.1629544405897, -52.2095805192917, -52.2597614824188, -52.3132337714445, -52.3697342562076, -52.4290004191928, -52.4907705250233, -52.554783775162, -52.6207804478264, -52.688502023133, -52.7576912934973, -52.8280924593222, -52.8994512100174, -52.9715147903993, -53.0440320525271, -53.1167534930383, -53.1894312760502, -53.2618192417009, -53.3336729004022, 
-53.404749412886, -53.4748075561187, -53.5436076751659, -53.6109116210838, -53.6764826749119, -53.7400854578398, -53.8014858276143, -53.8604507612456, -53.9160888140708, -53.9696328458224, -54.0204593999544, -54.0685994672167, -54.114083425832, -54.1569410563969, -54.1972015565711, -54.2348935555545, -54.2700451283566, -54.3026838098595, -54.3328366086773, -54.3605300208153, -54.385790043131, -54.4086421866, -54.4291114893913, -54.4472225297521, -54.4629994387082, -54.4763618368468, -54.4875413938694
)"
